ID,Gender,Occupation,CompanySize,HouseHold,Experience,Transportation,Remote,RecommendRemote,RemotePreffered,Productivity,Age,Sector,CompanyAllowChoice,CompanyCommonRemote,CompanySupportRemote,WorkingHoursDiff,PersonalHoursDiff,DomesticHoursDiff,CommuteHoursDiff,BiggestChallenge,BiggestBenefit
171,Female,Other,1-19,Couple,Between 1 and 5 years,Metro,Remote,yes,Hybrid,Same level,42,Tertiary quinary,no,yes,no,-50,100,100,100,Company's policy,Work-life balance
172,Female,Other,1-19,Couple+children,More than 5 years,Metro,Almost onsite,no,Onsite,Same level,31,Primary and Other,no,no,no,0,0,0,0,Isolation,Professional
173,Female,Professional,200+,Couple+children,Between 1 and 5 years,Metro,Remote,yes,Hybrid,Same level,35,Tertiary quaternary,no,yes,yes,-11.110000000000001,50,0,0,Caring,Work-life balance
174,Female,Clerk,200+,Single,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Same level,44,Tertiary quinary,hard to say,yes,hard to say,14.29,100,100,100,Technical,Less expenses
175,Female,Manager,20-199,Couple+children,Between 1 and 5 years,Metro,Hybrid,yes,Almost onsite,Same level,30,Tertiary quinary,yes,yes,yes,-37.5,25,100,100,Isolation,Work-life balance
176,Female,Professional,1-19,Single,More than 5 years,Metro,Remote,yes,Remote,Increased,64,Tertiary quaternary,hard to say,yes,hard to say,-50,0,0,0,Technical,Mental wellbeing
177,Female,Professional,1-19,Couple,Between 6 and 12 months,Metro,Hybrid,yes,Hybrid,Same level,25,Primary and Other,yes,yes,yes,-25,33.33,100,100,Collaboration,Work-life balance
181,Female,Other,1-19,Couple,More than 5 years,Regional,Almost onsite,yes,Hybrid,Same level,47,Primary and Other,yes,yes,yes,-50,50,0,0,Caring,Work-life balance
182,Female,Clerk,20-199,Single,Between 1 and 5 years,Metro,Remote,yes,Hybrid,Increased,51,Secondary,yes,yes,yes,0,57.14,0,0,Collaboration,Work-life balance
184,Male,Other,200+,Couple+children,More than 5 years,Metro,Hybrid,hard to say,Onsite,Dropped,47,Tertiary quaternary,no,yes,no,0,50,0,0,Collaboration,Work-life balance
185,Female,Professional,200+,Couple,More than 5 years,Regional,Almost onsite,yes,Onsite,Same level,56,Tertiary quinary,yes,hard to say,yes,0,0,0,0,Isolation,Professional
186,Female,Manager,200+,Couple,Between 1 and 5 years,Regional,Hybrid,yes,Remote,Increased,28,Tertiary quinary,yes,yes,yes,-12.5,0,0,0,Technical,Relationships
187,Female,Clerk,20-199,Couple+children,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Dropped,50,Tertiary quinary,no,yes,hard to say,-28.57,-33.33,100,100,Motivation,Work-life balance
188,Female,Professional,200+,Couple+children,More than 5 years,Regional,Hybrid,hard to say,Onsite,Dropped,39,Tertiary quinary,no,yes,yes,-33.33,50,100,100,Isolation,Professional
189,Female,Other,1-19,Couple,Between 6 and 12 months,Regional,Hybrid,no,Hybrid,Increased,30,Primary and Other,yes,yes,yes,16.669999999999998,66.67,100,100,Isolation,Relationships
190,Female,Manager,200+,Single,Between 1 and 5 years,Regional,Hybrid,yes,Hybrid,Increased,28,Tertiary quinary,yes,yes,yes,16.669999999999998,100,0,0,Technical,Mental wellbeing
191,Male,Manager,20-199,Couple+children,More than 5 years,Regional,Hybrid,yes,Onsite,Dropped,37,Secondary,no,yes,hard to say,-12.5,0,50,50,Self management,Work-life balance
193,Female,Manager,1-19,Couple,More than 5 years,Regional,Hybrid,yes,Hybrid,Increased,51,Tertiary quinary,yes,yes,yes,100,0,-66.67,-66.67,Technical,Less expenses
195,Female,Clerk,200+,Single,More than 5 years,Regional,Hybrid,hard to say,Hybrid,Increased,45,Tertiary quinary,no,no,no,0,0,0,0,Technical,Job satisfaction
197,Female,Other,1-19,Couple,More than 5 years,Regional,Hybrid,hard to say,Hybrid,Dropped,64,Tertiary quinary,hard to say,no,no,-25,0,100,100,Collaboration,Less expenses
198,Female,Professional,200+,Couple,Between 1 and 5 years,Regional,Remote,yes,Hybrid,Increased,60,Tertiary quinary,hard to say,yes,hard to say,0,-98,100,100,Technical,Less expenses
199,Female,Professional,20-199,Single,More than 5 years,Regional,Hybrid,yes,Onsite,Increased,62,Tertiary quinary,no,no,no,14.29,0,33.33,33.33,Company's policy,Work-life balance
200,Female,Clerk,1-19,Couple,Between 1 and 5 years,Regional,Hybrid,yes,Hybrid,Same level,62,Tertiary quinary,hard to say,hard to say,yes,100,-20,-66.67,-66.67,Isolation,Work-life balance
201,Female,Clerk,1-19,Couple,More than 5 years,Regional,Hybrid,yes,Hybrid,Same level,56,Tertiary quaternary,yes,yes,yes,0,0,0,0,Collaboration,Work-life balance
202,Female,Professional,200+,Couple,More than 5 years,Regional,Hybrid,hard to say,Hybrid,Same level,60,Tertiary quinary,hard to say,hard to say,hard to say,100,100,100,100,Working conditions,Professional
203,Female,Manager,1-19,Other,Between 1 and 5 years,Regional,Almost onsite,yes,Hybrid,Increased,48,Tertiary quinary,no,no,no,-16.669999999999998,100,0,0,Company's policy,Work-life balance
204,Female,Professional,200+,Other,Between 1 and 5 years,Regional,Hybrid,yes,Hybrid,Same level,32,Tertiary quinary,no,no,no,0,-66.67,0,0,Isolation,Work-life balance
205,Female,Professional,1-19,Couple+children,Between 1 and 5 years,Regional,Hybrid,yes,Hybrid,Same level,43,Tertiary quinary,yes,yes,yes,-16.669999999999998,100,100,100,Caring,Work-life balance
206,Female,Professional,20-199,Couple,More than 5 years,Regional,Almost onsite,yes,Remote,Increased,47,Tertiary quaternary,yes,no,yes,5.56,25,-16.669999999999998,-16.669999999999998,Company's policy,Job satisfaction
207,Female,Clerk,20-199,Couple,More than 5 years,Regional,Hybrid,yes,Hybrid,Increased,32,Primary and Other,yes,yes,yes,0,25,0,0,Working conditions,Professional
208,Male,Manager,1-19,Couple,More than 5 years,Regional,Hybrid,hard to say,Onsite,Dropped,64,Primary and Other,yes,yes,hard to say,0,0,100,100,Motivation,Work-life balance
209,Male,Manager,1-19,Single,More than 5 years,Regional,Hybrid,no,Onsite,Dropped,63,Primary and Other,hard to say,no,no,-31.25,100,100,100,Isolation,Relationships
210,Male,Professional,1-19,Couple,Between 1 and 5 years,Regional,Hybrid,yes,Remote,Same level,62,Tertiary quaternary,yes,yes,yes,0,100,0,0,Impossible tasks,Work-life balance
211,Female,Professional,20-199,Couple+children,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Same level,45,Tertiary quaternary,yes,yes,yes,14.29,50,0,0,Collaboration,Professional
212,Male,Professional,20-199,Couple+children,Between 1 and 5 years,Metro,Hybrid,hard to say,Hybrid,Increased,27,Tertiary quaternary,yes,hard to say,no,33.33,100,0,0,Company's policy,Work-life balance
214,Female,Clerk,20-199,Couple,Between 1 and 5 years,Metro,Hybrid,no,Hybrid,Same level,23,Tertiary quinary,yes,yes,yes,0,0,50,50,Motivation,Professional
215,Male,Professional,200+,Single,Between 1 and 5 years,Metro,Remote,yes,Hybrid,Same level,26,Tertiary quaternary,yes,yes,yes,0,100,0,0,Isolation,Professional
216,Female,Manager,200+,Couple+children,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Increased,29,Tertiary quaternary,yes,yes,yes,0,66.67,0,0,Working conditions,Relationships
217,Male,Manager,200+,Couple+children,Between 1 and 5 years,Metro,Hybrid,hard to say,Hybrid,Increased,27,Tertiary quaternary,no,hard to say,no,-12.5,50,50,50,Collaboration,Professional
218,Male,Professional,200+,Couple+children,Between 1 and 5 years,Metro,Remote,yes,Hybrid,Dropped,39,Tertiary quinary,yes,yes,yes,0,0,60,60,Caring,Professional
219,Male,Manager,200+,Single,More than 5 years,Metro,Hybrid,yes,Hybrid,Same level,33,Tertiary quinary,hard to say,no,no,0,0,100,100,Working conditions,Professional
221,Female,Professional,1-19,Couple+children,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Increased,34,Tertiary quinary,yes,yes,yes,6.25,50,0,0,Isolation,Work-life balance
222,Female,Clerk,200+,Other,More than 5 years,Metro,Hybrid,yes,Hybrid,Increased,53,Secondary,hard to say,yes,hard to say,0,50,0,0,Isolation,Relationships
223,Male,Professional,200+,Couple+children,Between 1 and 5 years,Metro,Remote,yes,Remote,Increased,49,Tertiary quinary,yes,yes,yes,14.29,100,0,0,Isolation,Work-life balance
224,Male,Other,1-19,Couple+children,Between 1 and 5 years,Metro,Almost onsite,yes,Hybrid,Dropped,33,Tertiary quaternary,yes,yes,yes,33.33,0,-50,-50,Technical,Relationships
226,Male,Manager,20-199,Other,Between 1 and 5 years,Metro,Almost onsite,hard to say,Almost onsite,Increased,48,Tertiary quinary,hard to say,hard to say,hard to say,0,-28.57,100,100,Working conditions,Relationships
228,Female,Professional,200+,Couple+children,Between 1 and 5 years,Metro,Remote,yes,Hybrid,Increased,38,Secondary,hard to say,yes,hard to say,11.110000000000001,33.33,0,0,Self management,Work-life balance
230,Female,Manager,20-199,Couple+children,More than 5 years,Metro,Hybrid,yes,Hybrid,Increased,59,Tertiary quinary,hard to say,no,no,-16.669999999999998,33.33,33.33,33.33,Collaboration,Less expenses
231,Male,Manager,20-199,Couple+children,More than 5 years,Metro,Hybrid,no,Onsite,Increased,45,Tertiary quinary,yes,yes,hard to say,-16.669999999999998,40,50,50,Technical,Mental wellbeing
232,Female,Manager,20-199,Couple,Between 1 and 5 years,Regional,Almost onsite,yes,Hybrid,Increased,53,Tertiary quinary,no,no,no,0,-50,0,0,Technical,Work-life balance
233,Female,Professional,1-19,Other,More than 5 years,Regional,Almost onsite,yes,Almost onsite,Same level,65,Tertiary quinary,hard to say,hard to say,yes,0,16.669999999999998,0,0,Isolation,Work-life balance
234,Female,Clerk,200+,Couple,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Same level,41,Tertiary quinary,hard to say,yes,yes,0,33.33,50,50,Working conditions,Work-life balance
235,Male,Manager,1-19,Single,More than 5 years,Metro,Hybrid,yes,Hybrid,Increased,62,Tertiary quinary,yes,yes,yes,-14.29,66.67,100,100,Collaboration,Work-life balance
236,Female,Manager,20-199,Single,Between 6 and 12 months,Metro,Hybrid,no,Hybrid,Increased,26,Tertiary quaternary,yes,no,hard to say,0,100,-50,-50,Self management,Relationships
238,Female,Manager,20-199,Couple+children,More than 5 years,Metro,Almost onsite,hard to say,Almost onsite,Increased,42,Tertiary quinary,hard to say,yes,yes,-12.5,0,0,0,Caring,Less expenses
239,Male,Professional,200+,Couple+children,Between 1 and 5 years,Regional,Remote,yes,Hybrid,Increased,64,Tertiary quinary,yes,yes,yes,0,0,20,20,Caring,Work-life balance
241,Male,Clerk,200+,Couple,Between 1 and 5 years,Metro,Remote,yes,Hybrid,Increased,31,Tertiary quinary,yes,hard to say,yes,14.29,33.33,33.33,33.33,Technical,Work-life balance
242,Female,Other,200+,Couple+children,More than 5 years,Metro,Remote,yes,Hybrid,Dropped,30,Tertiary quaternary,yes,yes,hard to say,-37.5,100,100,100,Caring,Less expenses
243,Male,Professional,20-199,Other,Between 1 and 5 years,Metro,Remote,yes,Remote,Increased,55,Tertiary quinary,yes,yes,yes,0,0,0,0,Technical,Mental wellbeing
246,Male,Manager,200+,Couple+children,More than 5 years,Metro,Hybrid,yes,Hybrid,Increased,39,Tertiary quaternary,yes,yes,yes,0,20,0,0,Collaboration,Relationships
247,Female,Clerk,1-19,Couple+children,More than 5 years,Regional,Almost onsite,yes,Hybrid,Same level,49,Tertiary quinary,no,no,no,-9.09,100,100,100,Collaboration,Work-life balance
248,Female,Clerk,200+,Couple,More than 5 years,Metro,Hybrid,hard to say,Onsite,Same level,43,Tertiary quinary,hard to say,hard to say,hard to say,0,50,0,0,Isolation,Relationships
249,Female,Clerk,200+,Couple+children,Between 1 and 5 years,Metro,Remote,yes,Hybrid,Dropped,21,Tertiary quaternary,yes,hard to say,yes,50,100,100,100,Motivation,Work-life balance
250,Male,Professional,20-199,Couple,More than 5 years,Metro,Remote,yes,Hybrid,Same level,40,Tertiary quaternary,yes,yes,yes,0,20,0,0,Isolation,Work-life balance
253,Female,Manager,20-199,Couple+children,Between 1 and 5 years,Metro,Remote,yes,Remote,Increased,46,Tertiary quinary,yes,yes,yes,14.29,100,100,100,Technical,Work-life balance
254,Female,Manager,200+,Couple,Between 6 and 12 months,Metro,Hybrid,yes,Hybrid,Dropped,32,Tertiary quinary,hard to say,yes,yes,-14.29,0,0,0,Collaboration,Work-life balance
257,Male,Manager,200+,Single,Between 1 and 5 years,Regional,Remote,yes,Remote,Same level,53,Secondary,no,yes,yes,0,50,0,0,Technical,Work-life balance
258,Male,Professional,200+,Couple+children,Between 1 and 5 years,Metro,Remote,yes,Hybrid,Increased,52,Tertiary quaternary,yes,yes,yes,-17.65,66.67,100,100,Technical,Work-life balance
260,Male,Manager,20-199,Couple,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Increased,61,Tertiary quinary,yes,hard to say,yes,25,0,0,0,Isolation,Mental wellbeing
261,Male,Professional,1-19,Couple,More than 5 years,Metro,Hybrid,yes,Hybrid,Increased,60,Tertiary quaternary,yes,yes,hard to say,42.86,-33.33,0,0,Company's policy,Job satisfaction
262,Female,Professional,1-19,Couple+children,Between 6 and 12 months,Regional,Hybrid,hard to say,Hybrid,Increased,29,Tertiary quinary,hard to say,hard to say,hard to say,40,0,80,80,Technical,Work-life balance
264,Male,Manager,200+,Other,Between 1 and 5 years,Metro,Remote,yes,Hybrid,Dropped,36,Secondary,yes,yes,yes,0,40,50,50,Motivation,Work-life balance
265,Female,Manager,200+,Couple+children,Between 6 and 12 months,Regional,Hybrid,yes,Hybrid,Increased,30,Tertiary quinary,no,yes,yes,14.29,0,100,100,Company's policy,Work-life balance
266,Male,Professional,20-199,Couple,More than 5 years,Metro,Remote,yes,Hybrid,Increased,58,Tertiary quaternary,yes,yes,yes,28.57,-25,0,0,Isolation,Job satisfaction
267,Female,Clerk,200+,Couple+children,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Same level,33,Primary and Other,yes,yes,yes,7.140000000000001,100,-50,-50,Isolation,Less expenses
269,Female,Professional,200+,Single,More than 5 years,Metro,Remote,yes,Hybrid,Same level,64,Tertiary quinary,yes,yes,yes,5.88,0,50,50,Motivation,Professional
270,Male,Professional,200+,Single,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Increased,59,Tertiary quaternary,hard to say,yes,hard to say,33.33,0,-50,-50,Caring,Less expenses
271,Male,Professional,200+,Couple,More than 5 years,Metro,Hybrid,yes,Hybrid,Increased,58,Tertiary quaternary,hard to say,yes,hard to say,-9.09,50,100,100,Company's policy,Work-life balance
272,Male,Manager,1-19,Couple,Between 1 and 5 years,Metro,Remote,yes,Hybrid,Increased,60,Tertiary quaternary,yes,yes,yes,12.5,-16.669999999999998,100,100,Isolation,Professional
273,Male,Clerk,20-199,Couple,More than 5 years,Metro,Remote,no,Hybrid,Dropped,60,Tertiary quaternary,no,yes,no,6.25,0,0,0,Isolation,Professional
274,Male,Manager,200+,Couple,More than 5 years,Regional,Remote,yes,Hybrid,Increased,60,Tertiary quaternary,yes,yes,yes,6.67,100,100,100,Motivation,Professional
275,Female,Professional,200+,Couple,Between 1 and 5 years,Metro,Remote,yes,Hybrid,Increased,58,Tertiary quaternary,yes,yes,yes,100,-25,0,0,Isolation,Mental wellbeing
276,Male,Manager,20-199,Single,More than 5 years,Metro,Hybrid,yes,Almost onsite,Increased,60,Tertiary quinary,yes,yes,no,6.67,100,0,0,Collaboration,Professional
277,Male,Professional,20-199,Single,Between 1 and 5 years,Metro,Remote,yes,Hybrid,Increased,23,Secondary,no,no,no,14.29,100,100,100,Motivation,Professional
278,Male,Professional,200+,Couple,Between 1 and 5 years,Metro,Remote,yes,Hybrid,Same level,25,Tertiary quaternary,hard to say,yes,hard to say,0,100,100,100,Self management,Professional
279,Male,Manager,200+,Other,More than 5 years,Metro,Remote,yes,Hybrid,Increased,47,Tertiary quinary,yes,yes,yes,14.29,0,0,0,Isolation,Work-life balance
280,Female,Manager,1-19,Couple,Between 1 and 5 years,Metro,Remote,yes,Remote,Increased,60,Tertiary quaternary,yes,yes,yes,60,0,33.33,33.33,Technical,Mental wellbeing
281,Male,Professional,200+,Couple,More than 5 years,Metro,Remote,yes,Hybrid,Dropped,57,Tertiary quinary,yes,yes,hard to say,0,0,100,100,Technical,Professional
282,Male,Professional,1-19,Single,Between 1 and 5 years,Metro,Remote,yes,Hybrid,Increased,56,Tertiary quinary,no,yes,yes,0,0,0,0,Collaboration,Less expenses
284,Female,Professional,1-19,Single,More than 5 years,Metro,Hybrid,yes,Hybrid,Dropped,41,Tertiary quinary,no,no,hard to say,0,100,100,100,Collaboration,Professional
286,Male,Manager,20-199,Couple+children,More than 5 years,Metro,Remote,yes,Hybrid,Increased,58,Tertiary quaternary,yes,yes,yes,12.5,0,0,0,Technical,Job satisfaction
287,Male,Manager,20-199,Couple,More than 5 years,Regional,Almost onsite,hard to say,Almost onsite,Same level,54,Primary and Other,hard to say,no,hard to say,22.220000000000002,0,0,0,Self management,Relationships
288,Male,Manager,20-199,Couple,More than 5 years,Regional,Remote,no,Remote,Increased,59,Secondary,hard to say,no,yes,0,50,-33.33,-33.33,Technical,Relationships
289,Male,Clerk,1-19,Couple+children,Between 6 and 12 months,Metro,Hybrid,no,Hybrid,Increased,47,Secondary,yes,no,no,-50,0,100,100,Motivation,Relationships
290,Male,Professional,200+,Couple+children,More than 5 years,Metro,Hybrid,hard to say,Hybrid,Dropped,65,Tertiary quaternary,hard to say,yes,yes,11.110000000000001,-33.33,66.67,66.67,Collaboration,Work-life balance
291,Male,Manager,1-19,Couple,More than 5 years,Metro,Hybrid,yes,Hybrid,Increased,52,Tertiary quinary,yes,yes,yes,11.110000000000001,33.33,33.33,33.33,Collaboration,Work-life balance
292,Female,Clerk,200+,Other,More than 5 years,Metro,Hybrid,yes,Remote,Increased,59,Tertiary quinary,hard to say,hard to say,hard to say,33.33,25,-33.33,-33.33,Technical,Work-life balance
293,Male,Manager,200+,Single,More than 5 years,Metro,Hybrid,hard to say,Onsite,Same level,35,Tertiary quinary,no,yes,no,16.669999999999998,-50,-99,-99,Collaboration,Professional
296,Male,Professional,200+,Couple+children,More than 5 years,Metro,Remote,yes,Hybrid,Increased,34,Tertiary quinary,yes,yes,yes,0,100,0,0,Isolation,Work-life balance
297,Male,Other,20-199,Single,More than 5 years,Metro,Almost onsite,yes,Hybrid,Same level,56,Tertiary quinary,no,no,no,11.110000000000001,0,100,100,Company's policy,Job satisfaction
298,Male,Professional,200+,Couple+children,More than 5 years,Metro,Remote,yes,Remote,Increased,61,Tertiary quaternary,yes,yes,yes,14.29,0,100,100,Motivation,Work-life balance
299,Male,Manager,1-19,Couple,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Increased,63,Tertiary quaternary,hard to say,yes,yes,7.6899999999999995,33.33,33.33,33.33,Isolation,Less expenses
300,Male,Professional,200+,Other,Between 1 and 5 years,Metro,Remote,no,Almost onsite,Same level,23,Tertiary quinary,no,yes,hard to say,0,100,100,100,Collaboration,Professional
301,Male,Clerk,1-19,Single,More than 5 years,Metro,Hybrid,yes,Hybrid,Increased,60,Tertiary quaternary,hard to say,yes,yes,33.33,75,0,0,Collaboration,Professional
302,Male,Manager,20-199,Other,Between 6 and 12 months,Metro,Hybrid,no,Hybrid,Dropped,57,Tertiary quaternary,hard to say,hard to say,hard to say,17.65,30,0,0,Isolation,Less expenses
303,Male,Manager,1-19,Couple+children,More than 5 years,Metro,Hybrid,yes,Hybrid,Increased,56,Secondary,yes,yes,yes,-22.220000000000002,25,66.67,66.67,Isolation,Work-life balance
304,Female,Manager,1-19,Couple,Between 1 and 5 years,Regional,Remote,yes,Remote,Increased,34,Tertiary quaternary,hard to say,yes,hard to say,0,0,0,0,Isolation,Professional
305,Male,Professional,200+,Couple+children,More than 5 years,Metro,Remote,yes,Remote,Increased,41,Tertiary quaternary,yes,yes,yes,0,20,0,0,Collaboration,Professional
306,Male,Professional,200+,Couple,More than 5 years,Metro,Remote,hard to say,Hybrid,Dropped,49,Tertiary quaternary,yes,yes,yes,0,33.33,0,0,Collaboration,Less expenses
307,Female,Manager,200+,Couple,More than 5 years,Metro,Hybrid,yes,Hybrid,Dropped,60,Secondary,yes,no,yes,-33.33,0,100,100,Technical,Work-life balance
